date,open,high,low,close,volume
2019-02-11,89.46100102301966,89.73765745456558,88.99571716585672,89.46469344183782,1058298
2019-02-12,90.05166309172725,90.12234147270544,88.93938837476388,89.81290649133103,1490179
2019-02-13,89.92138692015824,90.18509544631438,88.88113209535926,89.69786980105977,1921868
2019-02-14,89.22321599092457,89.38452853435297,88.95658682695534,89.28443336131589,936624
2019-02-15,86.9305941667669,87.32007924250141,86.7696804689657,87.00919114317,1757057
2019-02-16,86.0182494741316,86.89991127567158,85.70667544090237,85.95780726340098,693453
2019-02-17,85.18849283742384,85.81069993083278,85.14569596141256,85.31626060589622,954082
2019-02-18,87.06420633022294,87.21058508996316,86.99983918005991,87.02481125554257,1641773
2019-02-19,87.73552177695599,87.92217468347437,87.45492640564659,87.63481881736229,1774262
2019-02-20,85.12173255345495,85.63129121562983,84.86719780524002,84.96536231460021,846470
2019-02-21,85.51800514862661,86.1174566616477,84.92229473868137,85.53085454424775,253329
2019-02-22,84.9820573626069,85.30956912222896,84.62540928974248,85.0080282184605,1249164
2019-02-23,83.93504818096251,84.16699065267605,83.56874541118663,84.04573421766393,1514076
2019-02-24,84.93873131186992,85.37748190429359,84.52841068021233,85.04421339579255,877110
2019-02-25,86.67708045304879,87.45868795897665,86.64267466880251,86.70653625342572,1672762
2019-02-26,88.29144425762117,88.66967248543914,88.11024839572084,88.24281820617138,1895209
2019-02-27,87.10861914172935,87.35058370587804,86.55202750296864,86.98941085912038,1462392
2019-02-28,86.47151725944602,86.66429681628303,86.3157975422045,86.57582107513413,1080812
2019-03-01,87.3584567067961,87.88354634344016,86.92898034561331,87.16329522517293,832943
2019-03-02,88.74227303328091,88.95401736233602,88.45146290520277,88.7783779035488,1661128
2019-03-03,88.0835627425642,88.22620254669859,87.61223131418036,88.08638599417064,1432833
2019-03-04,87.76428879025936,88.00899709929872,87.00993690632119,87.86276691866516,1411414
2019-03-05,85.88585204947215,86.23955319452958,85.50094057895741,86.19930378343108,115588
2019-03-06,84.54260185570301,84.76635742586383,84.33806189177305,84.43064107636995,817116
2019-03-07,85.83788867227126,86.48788334125585,85.40363729223287,85.74311973053459,557301
2019-03-08,87.89527830340536,88.07377729838139,87.6444953062873,87.93238500800419,866719
2019-03-09,87.89759694445985,88.6688689434406,87.51415326447676,87.8887653473199,345456
2019-03-10,89.63171204619489,89.6399588945527,89.01195575651613,89.56239891514691,1865078
2019-03-11,90.00799102532577,90.32106508760683,89.35448004114706,90.21944906484606,1212949
2019-03-12,89.17841051785223,89.55836172558107,89.17210147305401,89.24923683940372,630992
2019-03-13,90.01071137916297,90.58197808401015,89.63550283272306,89.90360049749398,1188712
2019-03-14,92.32726031964347,93.28871947103946,92.18914715271447,92.50129541434497,1740371
2019-03-15,92.55638442606246,92.65001853537332,92.14145792794042,92.51564637329885,147361
2019-03-16,95.04062389334065,96.01145847872243,94.7628889154645,95.23441380274883,945279
2019-03-17,90.9841535429849,91.31762547606905,90.57988140887805,90.92054144316263,242513
2019-03-18,92.34455418019913,93.18897685865566,92.24226568850678,92.34949138934293,1529626
2019-03-19,92.34406232452073,92.92710163840655,91.80063501104459,92.56832740061557,114677
2019-03-20,92.30612497541797,92.56136991182349,91.30636603122583,92.14513737368647,1962826
2019-03-21,92.26954341440302,92.47941195773495,92.00823856278417,92.37132621166215,1412588
2019-03-22,89.08796476937545,89.3072113917411,88.71752953463114,89.19637213621976,1756455
2019-03-23,88.94223216631244,89.47612199376739,88.82235593931358,88.9154816061617,1477984
2019-03-24,89.71480210865539,89.77776389839246,89.11961654092578,89.56049331716936,1746032
2019-03-25,91.90831444046184,92.95390164685789,91.90557800402821,92.0485718620167,1815979
2019-03-26,91.27528448419078,91.78514204476174,90.90907321362242,91.26684049666389,171939
2019-03-27,90.07815315818974,90.16185636883881,89.93551324324478,90.02024990540475,1426452
2019-03-28,89.37510139710582,89.51363234987292,88.74965911497472,89.28227832550087,1990252
2019-03-29,90.86227355367922,90.88798234747127,90.37426883356297,90.83823209525494,511742
2019-03-30,91.4001465560179,92.00787127545046,90.98020179407654,91.45049387174117,1944348
2019-03-31,90.54255264062435,91.53947712088684,90.33446015312362,90.65509054019898,859848
2019-04-01,91.58157570743471,91.64732575482333,91.075338967994,91.5697434475295,908826
2019-04-02,91.65566633889827,92.6377877046372,91.3744724347642,91.80330519629352,1509277
2019-04-03,93.0830640346142,93.8478896425296,92.99173049438272,93.49275167758904,1283750
2019-04-04,92.45310849806881,92.49677350694327,92.14047286666926,92.39260615099847,595062
2019-04-05,92.0474330349963,92.24055313899984,90.92471014756724,91.92279470975407,1692023
2019-04-06,91.02556445343008,91.74391864567436,91.02187190964891,91.34934294153305,222366
2019-04-07,88.91066279302902,89.61518397279801,88.84038370400941,89.04553080288233,296164
2019-04-08,89.67627903733985,90.14336899561094,89.46874092820832,89.5930711397108,892644
2019-04-09,90.36513076768455,90.6287910539366,89.50546448953426,90.0871000672827,1639152
2019-04-10,90.17030979243965,90.22870284380535,89.97734314878598,90.16749741756496,923837
2019-04-11,89.7612936143977,90.11994869616817,89.1732710116354,89.85942049802726,492776
2019-04-12,87.64507312630909,87.97898794605857,87.55043374831664,87.66912468265794,1487781
2019-04-13,87.25704968401898,87.63031599725205,86.66930271246727,87.0774685468028,456440
2019-04-14,86.52729282975315,87.32553216010201,85.81990348617629,86.61121444281395,941618
2019-04-15,85.33535152688584,85.89512621673089,84.77568241893987,85.43777330512302,1061743
2019-04-16,85.1965374692534,85.56929752615406,84.731304058322,85.25827428869133,1914740
2019-04-17,85.82643589082124,86.10466074646612,85.71757532279011,85.94934284190958,1896929
2019-04-18,89.00507768543994,89.58055850324249,88.83512447913884,88.98870327691353,1533865
2019-04-19,89.55794856923498,89.81425907948397,89.12167431013519,89.34022486102518,1655343
2019-04-20,89.87072432964858,90.07320460514542,89.51892630950833,89.82719237362139,634820
2019-04-21,89.74471245382513,90.61804477392084,89.36828154477483,89.77869640650691,310126
2019-04-22,86.76228466552526,87.30449442140063,86.73285554324652,86.80027861469243,1089516
2019-04-23,86.62470415106517,86.95122028942771,85.74982611329179,86.82829794699344,1135340
2019-04-24,87.10728445510172,87.23831983297815,86.36486040721539,86.992049161379,1364927
2019-04-25,90.99807213305743,91.55906253130281,90.76494679249635,91.00869792598294,1477260
2019-04-26,90.74213744488549,90.94324139401822,90.71679137834758,90.76670979679703,203021
2019-04-27,91.77121310991488,91.88660330070287,91.19234799568393,91.33375535179462,889703
2019-04-28,91.3906938531651,91.47946580699394,90.82631064019861,91.3497573446373,100209
2019-04-29,89.41881323633183,89.85805485344984,88.15018094363083,89.51976347180894,322071
2019-04-30,91.39497432945929,91.93300163433227,91.38738382040688,91.45346214688773,1809475
2019-05-01,92.9336886479833,93.70290409415034,92.72478394029262,92.7738700185607,1132345
2019-05-02,94.19560206622909,94.42334889176391,93.96598395461865,94.17960042322275,906409
2019-05-03,92.52463009608991,93.0084907800522,91.72603773310497,92.72467588514824,1353790
2019-05-04,95.3031457652601,95.53721394394896,94.749674358147,95.17191859326515,1258496
2019-05-05,92.78165042131036,93.04099038623046,92.42360780574644,92.87473097460543,1538876
2019-05-06,94.20008088435081,94.26573702223845,93.76880034903522,93.93612538217343,461732
2019-05-07,97.9504752696439,98.31272215837451,97.17521236767591,97.79204510590553,1479404
2019-05-08,96.07627175230037,97.05861548978301,95.75576655320411,96.14078056662012,1378720
2019-05-09,95.4249336325599,96.05392819184348,94.89287709753073,95.24192393822788,1010294
2019-05-10,95.49899510969978,95.53369969488728,94.9659612903503,95.48927589935072,1416327
2019-05-11,94.82468145191656,95.01977998368035,94.5021432540165,94.70354042259666,316194
2019-05-12,92.23745443774597,92.27860809391743,91.45844962919841,92.17043738406932,456930
2019-05-13,92.24086332074886,92.37546494866673,91.99213352011236,92.35811517888494,488550
2019-05-14,90.59384901932451,91.46632467371593,90.41882956029252,90.6813860054617,283011
2019-05-15,91.67232394736868,92.35754625471068,91.14750743989809,91.53091406474257,773954
2019-05-16,90.05538306972366,90.11924559850895,89.74954118639371,90.10062827135249,1600174
2019-05-17,92.66773010017022,92.92925623666595,91.31744266263442,92.72387187275115,107399
2019-05-18,91.36785187185784,91.93426990980066,91.12882297920612,91.49894092855897,1662818
2019-05-19,91.1006999170448,91.56584299010858,90.48734404058362,91.04285141686108,1799676
2019-05-20,92.74581802119688,92.96538071412724,91.52715378271171,92.45976716050293,1042621
2019-05-21,90.36124410013747,90.627287428256,89.08158162874427,90.50617157578792,198662
2019-05-22,90.95352392349066,91.33860785329749,90.58006108548705,90.95021977612979,1444337
2019-05-23,93.38745125363218,94.3807329887495,93.1301145810226,93.19004391027694,762858
2019-05-24,90.59388565710861,90.64960153620858,90.49167021534839,90.60470948478378,872592
2019-05-25,91.04081566924835,91.31522209027256,90.34722031279681,90.9790811137315,1016283
2019-05-26,91.33304228994457,91.67653658041672,91.04199827880971,91.47882205271152,473221
2019-05-27,92.90918944846044,93.12754657072715,92.0991737194599,92.84953727477958,1134023
2019-05-28,90.85223864103993,91.19928675959903,90.21957296363414,90.87774951549746,1985632
2019-05-29,88.94555805584267,89.26228156475229,88.79889483187036,88.81423776852485,896060
2019-05-30,89.88413170579071,89.9338670086041,88.99903300058753,89.72432558675905,493545
2019-05-31,90.62811323734029,91.0344182038928,90.17390420193975,90.2774444555556,400763
2019-06-01,90.8368997520556,91.21931569473885,90.64517086309294,90.75799023924033,1155608
2019-06-02,91.44348753045057,91.6122955006019,91.11246269171366,91.39882143140711,1852030
2019-06-03,90.38548340652018,91.69923108382241,90.33855124512179,90.35913680997027,1448754
2019-06-04,90.76219238839319,90.98048760875614,90.47928339528889,90.81029909341297,726946
2019-06-05,91.41006627991824,91.88473307740797,91.04233419515317,91.3636785862972,1007555
2019-06-06,90.22860306890983,91.0048662078665,89.25642204754277,90.26860127707262,1664458
2019-06-07,93.4499767450758,94.02816419790399,93.27908359132337,93.42636869915523,1728128
2019-06-08,94.48839888931003,94.54008804595216,93.85831901304589,94.30202072414656,1766984
2019-06-09,92.23578697979461,92.98892410714953,92.12229840018689,92.37525642114437,147850
2019-06-10,93.70817930014786,93.85491903430268,93.17296949138732,93.54822886936817,1677586
2019-06-11,92.17662500739452,92.4561521843009,91.31320929154771,91.99487325686755,379916
2019-06-12,93.36562664452691,93.5950314901394,93.23341249611113,93.38216488651,448249
2019-06-13,95.12266175748508,95.64542980465878,94.85366610978855,95.42638316540636,534895
2019-06-14,94.01653421672135,94.42914798214244,93.79497686359895,94.10233041491587,1086275
2019-06-15,96.01142393535854,96.56558395293287,95.48078544927749,95.8249971871945,104576
2019-06-16,96.61358240257827,97.4631778774952,96.53737989676232,96.61689656439292,1830643
2019-06-17,97.98855082946834,98.32697867809918,97.67417082036869,98.13565159302529,1510124
2019-06-18,101.54840140894194,101.70565950453171,100.70283228385202,101.62534829971611,534848
2019-06-19,101.38611459147336,101.43509608387525,100.82496269937289,101.25843478926882,1714340
2019-06-20,100.05584922835278,100.2639488494862,99.95608224138644,99.9738606300291,1396868
2019-06-21,98.42935039918414,98.93025267058196,98.10832004536222,98.4646399438578,1572077
2019-06-22,97.05351478645962,97.40227123653578,96.26188075515695,97.10694658430548,910586
2019-06-23,96.9928507847354,97.68901838714923,96.75994160898206,97.04988090729914,1561846
2019-06-24,97.59060657488439,98.10501134145707,97.07576358462462,97.72582151446453,1427885
2019-06-25,98.5305236623833,99.02426850087431,97.88798875511436,98.29235504119194,114439
2019-06-26,99.79838025600813,100.22229489135725,99.31802519730152,99.84665418664807,1528931
2019-06-27,100.1324348293545,100.86679869189443,99.60374126610529,99.94995242497924,1717382
2019-06-28,102.91594351518108,103.17395489031746,102.11388301421057,102.68162670476588,1367699
2019-06-29,102.42857450827908,102.9280738323894,101.83490159342061,102.27542050792049,1699826
2019-06-30,107.42412454820375,107.77085316218717,107.28913719359691,107.49371925728533,863445
2019-07-01,108.86404873520131,109.39662369763842,108.67233551183341,108.79816109808843,1448483
2019-07-02,107.21426432558695,107.49807144180052,106.90526232148892,107.21815563802461,216189
2019-07-03,105.11269488753308,105.83621000712162,104.3395727844089,105.2553741036771,1258866
2019-07-04,106.31011709002546,106.48594829587736,105.88678195541749,106.25841823370273,1081598
2019-07-05,105.72924982565718,106.32974967761925,105.1810087357662,105.91656960081093,905896
2019-07-06,107.56374492983937,108.27935302777988,107.01524735248132,107.3724588454506,1059540
2019-07-07,108.30213008508551,109.02618706198481,107.87101352696438,108.37766128919907,223980
2019-07-08,108.35498818696682,108.83917119984919,107.80773774060629,108.32230307115312,327021
2019-07-09,106.81449361211861,107.29139568939185,105.99846220280192,106.7691240152849,788630
2019-07-10,103.93992633072027,104.93153021822593,103.68895826503075,103.98030785902824,1190875
2019-07-11,103.32133800598152,103.53298484054946,103.18779740957848,103.23049097221654,841165
2019-07-12,104.84329780227239,105.29171395376554,104.7158651102904,104.91803674121347,131541
2019-07-13,105.5451921592217,106.74927906686138,104.90605661201799,105.40743034543387,1484265
2019-07-14,102.94437788735321,103.47119677081591,102.67317199254364,103.15263992330408,575759
2019-07-15,103.5771390889128,104.37211447504149,103.45867650069357,103.5575077574789,847358
2019-07-16,104.66523031563379,105.64908873160708,104.25828521615801,104.36170541011751,229188
2019-07-17,102.64246582456923,103.1630342469429,102.38064672172786,102.79671198116105,308150
2019-07-18,103.0591695804549,104.13541494424177,102.40341945933349,103.164047952413,576186
2019-07-19,103.43451855750088,103.62707176745297,103.2895703339745,103.354846257313,1964773
2019-07-20,101.3585314820548,101.58015859423483,101.09354757065334,101.33123561626762,1958777
2019-07-21,102.12123549299862,102.21578726601938,101.56085653963318,102.06755355834346,319073
2019-07-22,103.26128430297415,103.48094421835296,102.43994708895764,103.18556872461858,580620
2019-07-23,105.401361867382,105.51851013503557,104.95031188922788,105.3011065578886,644444
2019-07-24,107.58223486147044,108.27015107289137,107.09307200747308,107.40345646347582,841196
2019-07-25,104.92112266458062,105.42071318357554,104.5539622717896,104.85666433855678,1592273
2019-07-26,103.14662434829062,103.53324044459869,103.08027041038194,103.18396523045922,768795
2019-07-27,104.33349507446539,104.73656637660241,103.49513082277153,104.2283432106203,825010
2019-07-28,105.58095631501023,106.01921854211695,105.02608211272181,105.28092432568707,801696
2019-07-29,106.3253927683249,106.82532190009887,105.81754588409713,106.34655048043253,1222207
2019-07-30,113.90780680720889,114.33192695962859,113.88574121622078,114.07456031011833,924341
2019-07-31,115.53662107631355,116.22030537300193,114.99422529156246,115.34507661937944,693775
2019-08-01,117.79995569075245,118.5152220012027,117.45095547101515,117.82123087611943,1038972
2019-08-02,119.56691686753918,120.95784323478779,119.32202222879603,119.9578600515477,585825
2019-08-03,121.62419024773855,122.55050356733771,121.25297902953383,121.46978605300835,409799
2019-08-04,120.78201550431378,121.32368702563004,120.73293064614899,120.87908047261756,527557
2019-08-05,122.62321335816615,123.73246575630283,122.59998050094535,122.63986784283189,1915599
2019-08-06,121.10272467038571,122.10583259139558,119.59697712506893,121.04244910198709,819542
2019-08-07,120.65850429173445,120.97489993023464,119.90978695017527,120.62403603137798,1200362
2019-08-08,119.79783769243559,120.2382765156229,119.23798179292712,119.67048702571813,168304
2019-08-09,119.86454527233907,120.37557711243983,119.79754149603967,119.94289551670539,465750
2019-08-10,125.24213902094974,125.89974838345381,124.51561188665062,125.14581945258182,1326162
2019-08-11,121.05917113823313,121.56500750354529,120.74563104681371,121.10632025281718,1793802
2019-08-12,122.8457035342387,123.68752591838059,122.69363681056558,122.7097146992489,1575771
2019-08-13,119.40430585918948,119.8193569577686,119.11312390642267,119.29419120973631,584103
2019-08-14,118.2136665240248,118.54772396200971,118.16583884817246,118.3797720545033,155107
2019-08-15,121.016466401669,121.6142111065101,118.90440571673047,120.8196544256859,622058
2019-08-16,120.95901222932733,121.56891825553775,120.83164188184678,121.05633488477392,1393767
2019-08-17,118.96959562540148,119.71292890464649,118.53535149406427,118.82556873422516,1805096
2019-08-18,117.46400207236582,117.92172933741497,116.46443125038019,117.39932314937381,450041
2019-08-19,119.26732267309526,119.290591441136,118.92787019086738,118.93937404923695,1221153
2019-08-20,117.4405263811486,117.72538539466686,116.74236393195802,117.47990552489422,839663
2019-08-21,117.9710722803689,119.22847868076194,117.94165020402887,118.03291860181261,504062
2019-08-22,118.22087774552104,118.85732555351366,117.60251098100011,118.22432155011731,360933
2019-08-23,116.88612503105,118.05690558357612,116.60945123913203,116.93930548091073,1777044
2019-08-24,121.78354294640025,122.56323502651092,121.46063776182594,121.637588440633,382068
2019-08-25,122.83342508774793,123.24860941719001,122.24515147487885,123.13195431374017,1521913
2019-08-26,118.63152243915489,119.41783821570691,118.16240488406422,118.8193191806683,769242
2019-08-27,119.123074989224,120.0628313878481,119.10281924423786,119.31418103586789,1884210
2019-08-28,118.16388073737441,118.2730112699393,117.19034905655914,117.99568244809862,1104059
2019-08-29,120.22373535295685,120.78753389978239,119.49543799658963,119.91604037956633,1149671
2019-08-30,118.29361244815256,118.31954297356229,117.98671671650507,118.31214886539126,466349
2019-08-31,118.13262576936862,119.85723745106752,117.8397720243505,118.16254837691889,1844919
2019-09-01,119.34948633334349,120.34521865556005,119.3359805651757,119.33694661646877,1128719
2019-09-02,121.5196368866933,122.16291841925867,121.05664200270348,121.3082188056558,1686987
2019-09-03,118.64516551300511,118.91308760340475,117.6934301177838,118.81043435601701,1635460
2019-09-04,118.23399881881743,118.69033485219333,118.02326002191992,118.19173895194497,821975
2019-09-05,117.45096462085984,117.71012437416563,117.1981075929165,117.27940871875262,588409
2019-09-06,116.08824437062219,116.51379844948191,115.3710942203984,116.00105319342903,931710
2019-09-07,119.87646793099125,120.01372432447607,119.32211572500468,119.8423880604929,151999
2019-09-08,120.9972188173955,122.12122335967548,120.7567185733386,120.81580553232278,1966161
2019-09-09,117.71990479630388,118.55570138875314,117.0701300362079,118.1991845754296,1429064
2019-09-10,120.38669470642598,120.56616626752266,120.11030098669409,120.2644082951241,1903713
2019-09-11,124.92454783409612,125.44654680172602,124.77718900534158,125.04723336597668,1710520
2019-09-12,127.14474745273992,128.16936497266377,126.88608084446614,127.49484183019071,301587
2019-09-13,124.24976308501981,124.47814647527684,123.82259848537862,124.15456088361994,1933451
2019-09-14,123.42940865025356,123.52080159781886,122.99394037272496,123.17560681297216,363356
2019-09-15,126.09167748973366,126.67327099190852,125.14771884915913,126.1176795213114,1793249
2019-09-16,124.79915392668264,125.24357667024472,123.82287155568609,124.62103161307722,240073
2019-09-17,126.0251679425039,126.77296009155904,125.30283360669895,125.7211217956423,1227360
2019-09-18,127.84006326949002,128.7581693151983,127.12787890508694,127.58841149990343,985155
2019-09-19,125.88662816098659,126.03650276077292,124.78029606574268,125.5777136668468,443288
2019-09-20,125.68338348611356,125.71229239073578,125.12378633058744,125.54362941803346,655656
2019-09-21,118.5368253633815,119.07297594433071,118.1252085387405,118.52341438471836,1874755
2019-09-22,116.17128685700904,117.13395710848448,115.94812061141877,116.45111290946654,1209736
2019-09-23,115.97285610949268,116.40167068429349,115.39622253014338,116.01567676862433,781214
2019-09-24,113.3861850300813,114.63171543288483,113.24470844408285,113.52978543763719,372859
2019-09-25,117.38976889215374,117.90529960736761,116.31660041669363,117.00873998422522,1623493
2019-09-26,114.09623105728303,114.34204415521945,113.95203438350181,114.1263408635571,683072
2019-09-27,113.33749822367116,113.46865573283675,112.73330876787905,113.31655650699628,491337
2019-09-28,113.76847971334996,114.13623037263821,113.22162177522135,113.67444502226103,1510364
2019-09-29,116.763081605974,116.88899169578771,116.74658191531397,116.75544537140576,1175373
2019-09-30,114.15707691922782,114.6553503509799,113.31256569930912,113.86755993033098,1458293
2019-10-01,116.26110364216665,116.88263605062464,115.88581994259067,116.36979000537467,1687644
2019-10-02,116.51838005326776,116.93850767448245,116.4730889040149,116.48437696100484,662193
2019-10-03,114.40853450110122,115.0608263049816,113.08121496523327,114.53609402231969,1039077
2019-10-04,115.35633130234775,116.36853948405154,114.90492477468942,115.58519388919407,1788913
2019-10-05,115.98639121058814,116.77218325557307,115.97233781584139,116.0929243047318,753939
2019-10-06,114.93094634946166,115.01451012066566,114.23995205011273,114.93733171540372,1706223
2019-10-07,115.09976971524377,115.21977435154655,114.46944279277027,115.17393635586974,428206
2019-10-08,114.35054194249184,114.78654689438002,112.53425292934314,114.46943349845475,1746255
2019-10-09,114.55321088727331,115.28996659503278,114.39336112687207,114.79536898550275,1454183
2019-10-10,116.25020747954962,116.28215885106506,116.08073579001072,116.26470084636013,199596
2019-10-11,119.4572021774711,121.01593346974174,118.44738766529761,119.72743664735177,1920278
2019-10-12,117.31663408017263,117.83074821142748,116.60971784711161,117.1830355826159,981450
2019-10-13,121.88224476846709,122.83383626417691,120.18832170799378,121.8671747188051,1951579
2019-10-14,117.49613256215288,118.6387457621115,117.3165922359878,117.75358042372383,1146072
2019-10-15,117.47177435933311,117.72027359100335,117.04243911963914,117.52628465034186,774502
2019-10-16,118.73841091905008,118.99833396316026,118.35211934929715,118.87252701801809,911536
2019-10-17,119.62815437073867,120.0036276138428,118.32121130937283,119.57090839151931,108625
2019-10-18,118.57072721510995,118.74149210884575,118.23206266272942,118.33279833664567,1449919
2019-10-19,117.65281681881788,118.82150408121262,117.49657119542996,117.98467925237895,1531445
2019-10-20,117.05609760545218,118.51216347006746,116.80190377723022,117.03590433365973,509142
2019-10-21,115.86572397630144,116.63352184892605,115.79930925928547,115.89356151629211,393362
2019-10-22,117.89230496130509,118.09155679789572,117.61808638028911,117.77370564847423,1848408
2019-10-23,118.66579030134592,119.38195119011496,118.53881345503925,118.62785371370566,454060
2019-10-24,117.11898102443067,117.8816435543067,116.37878545243771,117.25123502370015,1271758
2019-10-25,119.20361040677457,120.26032520838781,118.91383549437933,119.26068629377308,1693430
2019-10-26,119.87486145270047,120.58555781684795,118.70645810725506,120.01816779998292,1181781
2019-10-27,122.08131723212341,122.7853299799429,120.63505925882197,121.88459419196978,1257660
2019-10-28,123.37641094403715,124.07799987579425,122.91649443193859,123.3724670380272,129717
2019-10-29,121.98935467380117,122.19585390830656,121.33408045932902,121.64245641610556,1853920
2019-10-30,120.50747722539035,121.08362999796117,120.47289437214283,120.51844334566988,993724
2019-10-31,122.1183806914756,122.3806931142563,121.26633113278044,122.24828295781134,1042639
2019-11-01,123.41684314944847,124.33212392796406,122.98000248180371,123.6977076500531,1832100
2019-11-02,123.41543012155692,124.43127229949899,123.25329510716308,123.7501382980179,1091993
2019-11-03,123.81609753358032,124.7696497181827,122.82811071724919,124.11101060280828,1449282
2019-11-04,127.15095335968527,127.48917883655263,126.63037284642418,127.10002565339089,1610902
2019-11-05,125.95048979097774,126.17824672998967,125.44395844197471,125.85445182758336,120169
2019-11-06,126.8999835005181,128.32180909757253,125.9943583646256,127.20167866790696,1077362
2019-11-07,127.0112972461597,127.01149644598637,126.57499827634112,126.84100590603693,908036
2019-11-08,126.35447671498196,127.19331535330709,125.87654826422902,126.44609849296087,451814
2019-11-09,129.10348177774213,129.39362501331672,127.83977370236919,129.07506080232105,476749
2019-11-10,131.42902966921744,132.79986536704243,130.67964784961438,131.1119575653208,1499458
2019-11-11,133.3315821503155,134.00807959395812,132.6172190757594,133.1524576118299,1542476
2019-11-12,136.3725543840895,136.67407415466053,136.16298684994342,136.4275068342931,752428
2019-11-13,136.40573290191043,136.87273090760135,136.2367586509694,136.58832257865734,202537
2019-11-14,137.93929089080243,138.42326083087673,137.0286060298431,138.38596245882243,1919201
2019-11-15,137.57682617269717,138.40183542633324,136.97531576674282,137.72539468479448,735589
2019-11-16,138.59833281451122,139.41992460012048,138.16340688198144,138.64224016842877,370151
2019-11-17,138.22355825570082,140.03433822286527,138.03038567502148,138.42853898519027,1001347
2019-11-18,138.75409295983175,138.91751401066807,138.64426529477274,138.78141700165835,1380280
2019-11-19,140.40459984369417,141.03927657595295,140.25936138816263,140.38841617250148,1265995
2019-11-20,138.39994823100972,139.51888599754375,137.81474266159802,138.44664406512868,1452507
2019-11-21,143.73516889659112,144.06103006475882,143.72503631036182,143.8754480153818,936014
2019-11-22,141.44240721828993,142.22308256185184,141.3623395130671,141.40663388411247,1878727
2019-11-23,138.55217429578224,138.88135191794302,138.29337629423426,138.46038738547108,853158
2019-11-24,141.25875227505065,141.49187400621804,141.1990668178437,141.49017340687578,892214
2019-11-25,143.9396852537602,144.36378313419777,143.06259236638294,143.63569487458136,691058
